Date,Adj Close,Log Price,Log Return
5/12/1961,66.5,4.197201948,0.00165552
5/15/1961,66.830002,4.202152111,0.004950164
5/16/1961,67.080002,4.205885967,0.003733855
5/17/1961,67.389999,4.210496624,0.004610657
5/18/1961,66.989998,4.204543325,-0.005953299
5/19/1961,67.269997,4.208714327,0.004171003
5/22/1961,66.849998,4.202451274,-0.006263054
5/23/1961,66.68,4.199905058,-0.002546216
5/24/1961,66.260002,4.193586427,-0.006318631
5/25/1961,66.010002,4.189806276,-0.003780151
5/26/1961,66.43,4.196148762,0.006342486
5/31/1961,66.559998,4.198103766,0.001955005
6/1/1961,66.559998,4.198103766,0
6/2/1961,66.730003,4.200654672,0.002550905
6/5/1961,67.080002,4.205885967,0.005231295
6/6/1961,66.889999,4.203049464,-0.002836503
6/7/1961,65.639999,4.184185251,-0.018864213
6/8/1961,66.669998,4.199755047,0.015569796
6/9/1961,66.660004,4.199605133,-0.000149914
6/12/1961,66.150002,4.191924921,-0.007680212
6/13/1961,65.800003,4.186619884,-0.005305037
6/14/1961,65.980003,4.189351711,0.002731827
6/15/1961,65.690002,4.184946737,-0.004404974
6/16/1961,65.18,4.177152673,-0.007794064
6/19/1961,64.580002,4.167904796,-0.009247877
6/20/1961,65.150002,4.176692334,0.008787538
6/21/1961,65.139999,4.176538784,-0.00015355
6/22/1961,64.900002,4.172847655,-0.00369113
6/23/1961,65.160004,4.176845845,0.003998191
6/26/1961,64.470001,4.166200015,-0.01064583
6/27/1961,64.470001,4.166200015,0
6/28/1961,64.589996,4.168059538,0.001859523
6/29/1961,64.519997,4.166975207,-0.001084331
6/30/1961,64.639999,4.168833399,0.001858192
7/3/1961,65.209999,4.177612816,0.008779417
7/5/1961,65.629997,4.184032863,0.006420047
7/6/1961,65.809998,4.186771772,0.002738909
7/7/1961,65.769997,4.186163762,-0.00060801
7/10/1961,65.709999,4.185251106,-0.000912656
7/11/1961,65.690002,4.184946737,-0.000304368
7/12/1961,65.32,4.179298268,-0.005648469
7/13/1961,64.860001,4.172231116,-0.007067152
7/14/1961,65.279999,4.178685695,0.006454579
7/17/1961,64.790001,4.171151286,-0.007534409
7/18/1961,64.410004,4.165268963,-0.005882323
7/19/1961,64.699997,4.169761155,0.004492192
7/20/1961,64.709999,4.169915734,0.000154578
7/21/1961,64.860001,4.172231116,0.002315383
7/24/1961,64.870003,4.172385313,0.000154197
7/25/1961,65.230003,4.177919532,0.005534218
7/26/1961,65.839996,4.187227496,0.009307964
7/27/1961,66.610001,4.198854731,0.011627236
7/28/1961,66.709999,4.200354852,0.00150012
7/31/1961,66.760002,4.201104129,0.000749277
8/1/1961,67.370003,4.21019986,0.009095731
8/2/1961,66.940002,4.203796726,-0.006403134
8/3/1961,67.290001,4.209011652,0.005214926
8/4/1961,67.68,4.214790715,0.005779063
8/7/1961,67.669998,4.214642921,-0.000147795
8/8/1961,67.82,4.216857137,0.002214216
8/9/1961,67.739998,4.215676818,-0.001180319
8/10/1961,67.949997,4.218772096,0.003095279
8/11/1961,68.059998,4.22038964,0.001617543
8/14/1961,67.720001,4.215381572,-0.005008068
8/15/1961,67.550003,4.212868109,-0.002513463
8/16/1961,67.730003,4.215529258,0.002661149
8/17/1961,68.110001,4.22112406,0.005594802
8/18/1961,68.290001,4.223763358,0.002639298
8/21/1961,68.43,4.225811325,0.002047967
8/22/1961,68.440002,4.225957478,0.000146153
8/23/1961,67.980003,4.219213588,-0.00674389
8/24/1961,67.589996,4.213459984,-0.005753604
8/25/1961,67.669998,4.214642921,0.001182937
8/28/1961,67.699997,4.215086136,0.000443215
8/29/1961,67.550003,4.212868109,-0.002218027
8/30/1961,67.809998,4.216709647,0.003841538
8/31/1961,68.07,4.220536587,0.00382694
9/1/1961,68.190002,4.222297956,0.001761368
9/5/1961,67.959999,4.218919282,-0.003378674
9/6/1961,68.459999,4.226249618,0.007330336
9/7/1961,68.349998,4.224641534,-0.001608085
9/8/1961,67.879997,4.217741396,-0.006900138
9/11/1961,67.279999,4.208863001,-0.008878395
9/12/1961,67.959999,4.218919282,0.010056281
9/13/1961,68.010002,4.219654783,0.000735501
9/14/1961,67.529999,4.212571929,-0.007082854
9/15/1961,67.650002,4.214347384,0.001775455
9/18/1961,67.209999,4.207822031,-0.006525353
9/19/1961,66.080002,4.190866159,-0.016955872
9/20/1961,66.959999,4.204095411,0.013229252
9/21/1961,66.989998,4.204543325,0.000447913
9/22/1961,66.720001,4.200504773,-0.004038552
9/25/1961,65.769997,4.186163762,-0.014341011
9/26/1961,65.779999,4.186315826,0.000152064
9/27/1961,66.470001,4.196750733,0.010434908
9/28/1961,66.580002,4.198404262,0.001653529
9/29/1961,66.730003,4.200654672,0.00225041
10/2/1961,66.769997,4.201253833,0.000599161
10/3/1961,66.730003,4.200654672,-0.000599161
10/4/1961,67.18,4.207375584,0.006720912
10/5/1961,67.769997,4.216119575,0.008743991
10/6/1961,66.970001,4.204244773,-0.011874802
10/9/1961,67.940002,4.218624992,0.014380219
10/10/1961,68.110001,4.22112406,0.002499068
10/11/1961,68.169998,4.222004556,0.000880496
10/12/1961,68.160004,4.221857941,-0.000146615
10/13/1961,68.040001,4.220095782,-0.001762159
10/16/1961,67.849998,4.217299357,-0.002796425
10/17/1961,67.870003,4.217594155,0.000294798
10/18/1961,68.209999,4.222591167,0.004997012
10/19/1961,68.449997,4.226103508,0.003512341
10/20/1961,68,4.219507705,-0.006595803
10/23/1961,68.059998,4.22038964,0.000881935
10/24/1961,67.980003,4.219213588,-0.001176051
10/25/1961,68.339996,4.224495188,0.0052816
10/26/1961,68.459999,4.226249618,0.00175443
10/27/1961,68.339996,4.224495188,-0.00175443
10/30/1961,68.419998,4.22566515,0.001169962
10/31/1961,68.620003,4.228584081,0.002918931
11/1/1961,68.730003,4.230185829,0.001601748
11/2/1961,69.110001,4.235699453,0.005513624
11/3/1961,69.470001,4.240895019,0.005195567
11/6/1961,70.010002,4.248638118,0.007743098
11/8/1961,70.870003,4.260847255,0.012209138
11/9/1961,70.769997,4.25943514,-0.001412115
11/10/1961,71.07,4.263665307,0.004230167
11/13/1961,71.269997,4.266475439,0.002810133
11/14/1961,71.660004,4.271932768,0.005457328
11/15/1961,71.669998,4.272072222,0.000139454
11/16/1961,71.620003,4.271374406,-0.000697816
11/17/1961,71.620003,4.271374406,0
11/20/1961,71.720001,4.272769663,0.001395256
11/21/1961,71.779999,4.273605872,0.000836209
11/22/1961,71.699997,4.272490706,-0.001115166
11/24/1961,71.839996,4.274441368,0.001950663
11/27/1961,71.849998,4.274580585,0.000139216
11/28/1961,71.75,4.273187855,-0.00139273
11/29/1961,71.699997,4.272490706,-0.000697149
11/30/1961,71.32,4.267176793,-0.005313913
12/1/1961,71.779999,4.273605872,0.006429079
12/4/1961,72.010002,4.276805026,0.003199154
12/5/1961,71.93,4.275693424,-0.001111602
12/6/1961,71.989998,4.276527193,0.000833769
12/7/1961,71.699997,4.272490706,-0.004036487
12/8/1961,72.040001,4.277221534,0.004730828
12/11/1961,72.389999,4.282068154,0.00484662
12/12/1961,72.639999,4.285515721,0.003447566
12/13/1961,72.529999,4.284000256,-0.001515465
12/14/1961,71.980003,4.276388344,-0.007611911
12/15/1961,72.010002,4.276805026,0.000416682
12/18/1961,71.760002,4.273327246,-0.00347778
12/19/1961,71.260002,4.266335188,-0.006992057
12/20/1961,71.120003,4.264368633,-0.001966555
12/21/1961,70.860001,4.260706114,-0.00366252
12/22/1961,70.910004,4.261411524,0.00070541
12/26/1961,71.019997,4.262961485,0.001549962
12/27/1961,71.650002,4.271793182,0.008831697
12/28/1961,71.690002,4.272351296,0.000558114
12/29/1961,71.550003,4.270396548,-0.001954748
1/2/1962,70.959999,4.262116324,-0.008280224
1/3/1962,71.129997,4.264509147,0.002392823
1/4/1962,70.639999,4.257596542,-0.006912604
1/5/1962,69.660004,4.243626322,-0.01397022
1/8/1962,69.120003,4.235844168,-0.007782154
1/9/1962,69.150002,4.236278087,0.000433919
1/10/1962,68.959999,4.233526612,-0.002751475
1/11/1962,69.370003,4.239454541,0.005927929
1/12/1962,69.610001,4.24290825,0.003453709
1/15/1962,69.470001,4.240895019,-0.00201323
1/16/1962,69.07,4.235120483,-0.005774536
1/17/1962,68.32,4.224202549,-0.010917934
1/18/1962,68.389999,4.2252266,0.001024051
1/19/1962,68.75,4.230476737,0.005250136
1/22/1962,68.809998,4.231349054,0.000872318
1/23/1962,68.290001,4.223763358,-0.007585697
1/24/1962,68.400002,4.225372854,0.001609496
1/25/1962,68.349998,4.224641534,-0.00073132
1/26/1962,68.129997,4.221417601,-0.003223933
1/29/1962,67.900002,4.218036064,-0.003381537
1/30/1962,68.169998,4.222004556,0.003968492
1/31/1962,68.839996,4.231784913,0.009780357
2/1/1962,69.260002,4.237867568,0.006082655
2/2/1962,69.809998,4.245777237,0.007909669
2/5/1962,69.879997,4.246779442,0.001002205
2/6/1962,69.959999,4.247923636,0.001144194
2/7/1962,70.419998,4.254477285,0.006553649
2/8/1962,70.580002,4.256746847,0.002269561
2/9/1962,70.480003,4.255329024,-0.001417822
2/12/1962,70.459999,4.255045159,-0.000283865
2/13/1962,70.449997,4.254903196,-0.000141963
2/14/1962,70.419998,4.254477285,-0.00042591
2/15/1962,70.739998,4.259011156,0.00453387
2/16/1962,70.589996,4.256888435,-0.002122721
2/19/1962,70.410004,4.254335355,-0.002553079
2/20/1962,70.660004,4.257879699,0.003544343
2/21/1962,70.32,4.253056253,-0.004823445
2/23/1962,70.160004,4.250778405,-0.002277848
2/26/1962,69.760002,4.245060808,-0.005717597
2/27/1962,69.889999,4.246922563,0.001861755
2/28/1962,69.959999,4.247923636,0.001001073
3/1/1962,70.199997,4.251348268,0.003424632
3/2/1962,70.160004,4.250778405,-0.000569863
3/5/1962,70.010002,4.248638118,-0.002140288
3/6/1962,69.779999,4.245347421,-0.003290696
3/7/1962,69.690002,4.244056864,-0.001290557
3/8/1962,70.190002,4.251205879,0.007149015
3/9/1962,70.419998,4.254477285,0.003271406
3/12/1962,70.400002,4.254193292,-0.000283994
3/13/1962,70.599998,4.257030116,0.002836825
3/14/1962,70.910004,4.261411524,0.004381408
3/15/1962,71.059998,4.263524562,0.002113039
3/16/1962,70.940002,4.261834478,-0.001690085
3/19/1962,70.849998,4.260564938,-0.00126954
3/20/1962,70.660004,4.257879699,-0.002685239
3/21/1962,70.510002,4.255754572,-0.002125126
3/22/1962,70.400002,4.254193292,-0.001561281
3/23/1962,70.449997,4.254903196,0.000709904
3/26/1962,69.889999,4.246922563,-0.007980633
3/27/1962,69.699997,4.244200275,-0.002722288
3/28/1962,70.040001,4.249066522,0.004866247
3/29/1962,70.010002,4.248638118,-0.000428404
3/30/1962,69.550003,4.242045962,-0.006592156
4/2/1962,69.370003,4.239454541,-0.002591421
4/3/1962,68.809998,4.231349054,-0.008105486
4/4/1962,68.489998,4.22668772,-0.004661334
4/5/1962,68.910004,4.232801363,0.006113643
4/6/1962,68.839996,4.231784913,-0.00101645
4/9/1962,68.309998,4.224056139,-0.007728774
4/10/1962,68.559998,4.227709245,0.003653106
4/11/1962,68.410004,4.225519071,-0.002190174
4/12/1962,67.900002,4.218036064,-0.007483007
4/13/1962,67.900002,4.218036064,0
4/16/1962,67.599998,4.213607953,-0.004428111
4/17/1962,67.900002,4.218036064,0.004428111
4/18/1962,68.269997,4.223470387,0.005434323
4/19/1962,68.589996,4.228146693,0.004676306
4/23/1962,68.529999,4.227271591,-0.000875102
4/24/1962,68.459999,4.226249618,-0.001021973
4/25/1962,67.709999,4.215233865,-0.011015754
4/26/1962,67.050003,4.205438654,-0.00979521
4/27/1962,66.300003,4.194189942,-0.011248712
4/30/1962,65.239998,4.178072747,-0.016117195
5/1/1962,65.699997,4.18509888,0.007026133
5/2/1962,65.989998,4.189503185,0.004404305
5/3/1962,66.529999,4.197652959,0.008149774
5/4/1962,66.239998,4.19328448,-0.004368479
5/7/1962,66.019997,4.189957681,-0.003326799
5/8/1962,65.169998,4.17699921,-0.012958471
5/9/1962,64.260002,4.162937385,-0.014061825
5/10/1962,63.57,4.152141661,-0.010795724
5/11/1962,62.650002,4.137563713,-0.014577948
5/14/1962,63.099998,4.144720738,0.007157025
5/15/1962,64.290001,4.163404114,0.018683376
5/16/1962,64.269997,4.163092913,-0.000311201
5/17/1962,63.93,4.157788735,-0.005304178
5/18/1962,63.82,4.156066621,-0.001722114
5/21/1962,63.59,4.152456225,-0.003610396
5/22/1962,62.34,4.132603274,-0.019852951
5/23/1962,61.110001,4.112675535,-0.019927739
5/24/1962,60.619999,4.104624855,-0.00805068
5/25/1962,59.470001,4.085472001,-0.019152855
5/28/1962,55.5,4.016383021,-0.06908898
5/29/1962,58.080002,4.061821405,0.045438384
5/31/1962,59.630001,4.08815882,0.026337415
6/1/1962,59.380001,4.083957486,-0.004201334
6/4/1962,57.27,4.047776926,-0.03618056
6/5/1962,57.57,4.053001599,0.005224672
6/6/1962,58.389999,4.067144625,0.014143026
6/7/1962,58.400002,4.067315924,0.000171299
6/8/1962,58.450001,4.068171705,0.000855781
6/11/1962,57.82,4.057334737,-0.010836968
6/12/1962,56.34,4.031404762,-0.025929974
6/13/1962,55.5,4.016383021,-0.015021742
6/14/1962,54.330002,3.995076597,-0.021306423
6/15/1962,55.889999,4.023385455,0.028308858
6/18/1962,55.740002,4.020698058,-0.002687397
6/19/1962,55.540001,4.0171035,-0.003594558
6/20/1962,54.779999,4.003325146,-0.013778354
6/21/1962,53.59,3.981362484,-0.021962662
6/22/1962,52.68,3.964235877,-0.017126607
6/25/1962,52.450001,3.959860354,-0.004375523
6/26/1962,52.32,3.957378707,-0.002481647
6/27/1962,52.599998,3.962716082,0.005337375
6/28/1962,54.41,3.99654796,0.033831879
6/29/1962,54.75,4.002777369,0.006229408
7/2/1962,55.860001,4.022848578,0.02007121
7/3/1962,56.490002,4.034063667,0.011215088
7/5/1962,56.810001,4.039712384,0.005648717
7/6/1962,56.169998,4.028382771,-0.011329613
7/9/1962,56.549999,4.035125185,0.006742414
7/10/1962,57.200001,4.046553916,0.011428731
7/11/1962,57.73,4.055776969,0.009223053
7/12/1962,58.029999,4.060960101,0.005183132
7/13/1962,57.830002,4.057507707,-0.003452394
7/16/1962,57.830002,4.057507707,0
7/17/1962,56.779999,4.039184133,-0.018323573
7/18/1962,56.200001,4.028916775,-0.010267359
7/19/1962,56.419998,4.03282367,0.003906895
7/20/1962,56.810001,4.039712384,0.006888714
7/23/1962,56.799999,4.039536308,-0.000176076
7/24/1962,56.360001,4.031759705,-0.007776603
7/25/1962,56.459999,4.033532405,0.0017727
7/26/1962,56.77,4.039008017,0.005475612
7/27/1962,57.200001,4.046553916,0.007545899
7/30/1962,57.830002,4.057507707,0.010953791
7/31/1962,58.23,4.064400686,0.006892979
8/1/1962,57.75,4.056123349,-0.008277336
8/2/1962,57.98,4.060098123,0.003974774
8/3/1962,58.119999,4.062509821,0.002411698
8/6/1962,57.75,4.056123349,-0.006386472
8/7/1962,57.360001,4.049347214,-0.006776136
8/8/1962,57.509998,4.051958811,0.002611597
8/9/1962,57.57,4.053001599,0.001042788
8/10/1962,57.549999,4.052654118,-0.000347481
8/13/1962,57.630001,4.054043283,0.001389165
8/14/1962,58.25,4.064744092,0.01070081
8/15/1962,58.66,4.071758064,0.007013971
8/16/1962,58.639999,4.071417041,-0.000341023
8/17/1962,59.009998,4.077706887,0.006289847
8/20/1962,59.369999,4.083789031,0.006082144
8/21/1962,59.119999,4.07956926,-0.004219772
8/22/1962,59.779999,4.09067114,0.01110188
8/23/1962,59.700001,4.089332037,-0.001339103
8/24/1962,59.580002,4.087319981,-0.002012056
8/27/1962,59.549999,4.086816279,-0.000503702
8/28/1962,58.790001,4.073971789,-0.01284449
8/29/1962,58.66,4.071758064,-0.002213726
8/30/1962,58.68,4.072098953,0.00034089
8/31/1962,59.119999,4.07956926,0.007470306
9/4/1962,58.560001,4.070051887,-0.009517373
9/5/1962,58.119999,4.062509821,-0.007542065
9/6/1962,58.360001,4.066630741,0.004120919
9/7/1962,58.380001,4.066973383,0.000342642
9/10/1962,58.450001,4.068171705,0.001198322
9/11/1962,58.59,4.070564034,0.002392329
9/12/1962,58.84,4.074821896,0.004257862
9/13/1962,58.700001,4.072439744,-0.002382152
9/14/1962,58.889999,4.07567128,0.003231536
9/17/1962,59.080002,4.078892492,0.003221212
9/18/1962,59.029999,4.078045772,-0.000846719
9/19/1962,58.950001,4.076689644,-0.001356128
9/20/1962,58.540001,4.069710298,-0.006979346
9/21/1962,57.689999,4.055083831,-0.014626467
9/24/1962,56.630001,4.036538898,-0.018544933
