0,9914.58520055455
1,15845.435971018063
2,7336.794352653442
3,29559.28276072317
4,11705.05850177539
5,5460.14691316965
6,12286.590826559917
7,3411.4616963156764
8,5461.181234079016
9,4635.1991527143755
10,8020.9263195895055
11,7552.213633883697
12,10760.790960494538
13,5462.699893695743
14,6857.251018118404
15,8293.601739159718
16,5579.712257411496
17,6374.42559629009
18,8777.533536059256
19,12117.507476130162
20,6819.838626106245
21,6640.341841391173
22,6619.210869994618
23,5749.92354780246
24,4812.217998164226
25,9168.563035324096
26,13369.165128304883
27,12297.679822756536
28,16112.919397438642
29,10329.164960895088
30,8895.846717891787
31,7845.866247152
32,6772.651515718487
33,5724.841284750038
34,7092.670442150562
35,6767.6049147399335
36,8776.194393602555
37,8659.055546763939
38,12954.599375326281
39,13170.904437250663
40,9720.090552137628
41,11162.810257056899
42,12639.052717099863
43,10129.471798160816
44,17434.235892079043
45,11804.69041051302
46,7524.249038629915
47,7947.813775679547
48,6647.28639448664
49,4871.554300684977
50,6346.482464980152
51,11935.216460694064
52,21174.661071570066
53,11568.984640572211
