69,9964.062
74,6821.526999999999
94,8325.389000000001
214,15972.317
218,9141.940999999999
248,8192.624000000002
320,7363.840999999999
324,6228.222
394,6067.189
473,6999.609
480,6106.973000000001
482,6331.121999999999
489,8622.026999999998
490,8654.507
492,8317.979
493,30004.963
497,15713.017
503,11261.244999999999
504,6523.860000000001
505,9253.262
509,5983.863
510,9538.263
511,7437.991
527,7957.826999999999
574,6352.194
575,8053.9619999999995
577,6220.196999999999
580,6062.175
594,5820.169
596,11774.101999999999
868,5662.927
869,12362.695
1251,8053.266999999999
1259,5700.635
1267,5731.129000000001
1269,7701.768
1443,5879.513
1485,7151.859
1487,7580.875999999999
1502,6009.0380000000005
1540,8109.2660000000005
1545,6753.676
1556,5865.726
1560,7593.359
1564,9278.313
1565,10819.107
1581,7370.034000000001
1589,9520.084
1623,6298.557
1754,6820.361
1757,6628.351
1861,6880.87
1944,5838.779
1952,8328.185
2130,6394.829000000001
2237,5965.715
2255,6183.499000000001
2257,6776.811999999999
2264,6590.471
2268,8816.283000000001
2389,6109.1140000000005
2394,5870.942
2454,5683.156999999999
2455,6385.633000000001
2457,6928.539
2458,6391.154
2462,11181.378999999999
2469,7426.898
2470,6230.016
2473,8548.258000000002
2474,11311.314
2475,8108.931999999999
2477,12191.523000000001
2478,5975.7609999999995
2485,6463.808000000001
2486,6732.521999999999
2490,5967.224
2498,10786.186000000002
2506,6843.2
2526,5769.427
2531,6112.1539999999995
2580,5862.258000000001
2725,6507.035000000001
2748,6662.487
2764,5723.611999999999
2779,6612.4619999999995
2790,6079.654
2834,6086.750999999999
2842,6641.215
2850,6039.447
2974,5766.518000000001
3166,6293.151
3190,5701.121
3191,6534.4490000000005
3213,6194.239
3214,6564.379000000001
3216,6671.6759999999995
3227,9210.853
3231,7051.051
3238,6511.885
3251,6242.961
3256,6115.427
3261,5702.346
3269,5843.468
3345,7170.119
3349,6333.032
3353,7036.5509999999995
3356,8022.125
3359,13459.337
3360,8931.463
3363,12673.913999999999
